Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2026-06-30T16:53:34Z,Start,33.73114, -117.93742,6.6,"",""
2026-06-30T16:57:52Z,End,33.70176, -117.93864,-1.1,"",""
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2026-06-30T16:55:48Z,2026-06-30T09:55:48Z,132.53115499019623,33.71003, -117.93714,5.0,2.5,9.5,2343.0530389758796,25.97944444444445,26.303632629820346,179.51104736328125,201.50762939453125,190.2567596435547,81.5740737915039,1451.5128305882392,0.0
2026-06-30T16:55:49Z,2026-06-30T09:55:49Z,134.03318190574646,33.70980, -117.93713,5.0,2.3,9.5,2368.439729090288,25.362111111111112,26.9206307908401,179.51104736328125,201.50762939453125,190.2567596435547,81.5740737915039,3882.7532820664856,0.0
2026-06-30T16:55:50Z,2026-06-30T09:55:50Z,134.53289198875427,33.70958, -117.93713,5.0,2.2,9.5,2392.945964034178,24.641888888888893,26.9206307908401,179.51104736328125,201.50762939453125,190.2567596435547,81.5740737915039,-11643.399558148827,0.0
2026-06-30T16:55:51Z,2026-06-30T09:55:51Z,136.03179895877838,33.70936, -117.93713,5.0,2.3,9.5,2416.971161913634,24.178888888888892,24.950702632288348,179.4014892578125,201.50762939453125,190.2567596435547,81.5740737915039,11619.846997689492,0.0
2026-06-30T16:55:52Z,2026-06-30T09:55:52Z,137.02906799316406,33.70914, -117.93713,5.0,2.2,9.5,2441.1350550033185,24.127444444444446,24.950702632288348,179.4014892578125,201.50762939453125,190.2567596435547,81.5740737915039,3862.220465342798,0.0
2026-06-30T16:55:53Z,2026-06-30T09:55:53Z,137.53309392929077,33.70892, -117.93712,5.0,2.3,9.5,2465.34095430063,24.076,24.167814341442266,179.38540649414062,201.50762939453125,190.2567596435547,81.5740737915039,1442.9707303372893,0.0
2026-06-30T16:55:54Z,2026-06-30T09:55:54Z,139.03172993659973,33.70871, -117.93712,5.0,2.1,9.5,2489.449364975662,24.178888888888892,24.167814341442266,179.38540649414062,201.50762939453125,190.2567596435547,81.5740737915039,1148.6244554050772,0.0
2026-06-30T16:55:55Z,2026-06-30T09:55:55Z,140.03297901153564,33.70848, -117.93716,5.0,1.9,9.5,2514.4352558313353,24.230333333333338,24.034415478213408,179.7,201.50762939453125,190.2567596435547,81.5740737915039,11454.485219319533,0.0
2026-06-30T16:55:56Z,2026-06-30T09:55:56Z,140.53251695632935,33.70826, -117.93716,5.0,1.4,9.5,2539.033158395911,24.436111111111114,24.034415478213408,179.5,201.50762939453125,190.2567596435547,81.5740737915039,-1140.3382804294415,0.0
2026-06-30T16:55:57Z,2026-06-30T09:55:57Z,142.03312194347382,33.70804, -117.93716,5.0,1.0,9.5,2563.5883772671673,24.641888888888893,24.70724253294953,179.3,201.50762939453125,190.2567596435547,81.5740737915039,-493.5588344516432,0.0
2026-06-30T16:55:58Z,2026-06-30T09:55:58Z,143.03289699554443,33.70782, -117.93716,5.0,1.0,9.5,2588.2093026747843,24.84766666666667,24.70724253294953,179.4,201.50762939453125,190.2567596435547,81.5740737915039,-332.36696270374557,0.0
2026-06-30T16:55:59Z,2026-06-30T09:55:59Z,144.03289592266083,33.70759, -117.93711,5.0,1.0,9.5,2613.7113244548577,25.002000000000006,24.514608706011177,181.07940673828125,201.50762939453125,190.2567596435547,81.5740737915039,-234.79231063201345,0.0
2026-06-30T16:56:00Z,2026-06-30T09:56:00Z,145.0329020023346,33.70737, -117.93711,5.0,0.8,9.5,2638.9073911670966,25.259222222222228,24.514608706011177,180.38214111328125,201.50762939453125,190.2567596435547,81.5740737915039,-208.00765759527042,0.0
2026-06-30T16:56:01Z,2026-06-30T09:56:01Z,146.0323839187622,33.70713, -117.93711,5.0,1.0,9.5,2664.4399330494507,25.413555555555558,25.601480336017975,179.28952026367188,201.50762939453125,190.2567596435547,81.5740737915039,-189.9686309907062,0.0
2026-06-30T16:56:02Z,2026-06-30T09:56:02Z,147.0340769290924,33.70690, -117.93711,5.0,0.6,9.5,2690.0422216764086,25.56788888888889,25.601480336017975,179.28952026367188,201.50762939453125,190.2567596435547,81.5740737915039,-199.85824165058682,0.0
2026-06-30T16:56:03Z,2026-06-30T09:56:03Z,148.0341010093689,33.70667, -117.93711,5.0,0.4,9.5,2715.54942277916,25.619333333333337,25.067575439726475,179.28952026367188,201.50762939453125,190.2567596435547,81.5740737915039,-203.17984571088056,0.0
2026-06-30T16:56:04Z,2026-06-30T09:56:04Z,149.03366100788116,33.70645, -117.93710,5.0,0.5,9.5,2740.813745618078,25.31066666666667,25.067575439726475,179.28952026367188,201.50762939453125,190.2567596435547,81.5740737915039,-203.11309992424924,0.0
2026-06-30T16:56:05Z,2026-06-30T09:56:05Z,150.03358793258667,33.70622, -117.93710,5.0,0.6,9.5,2766.1479749874907,25.362111111111112,25.523914613329524,179.28952026367188,201.50762939453125,190.2567596435547,81.5740737915039,-199.92964872498894,0.0
2026-06-30T16:56:07Z,2026-06-30T09:56:07Z,151.53085494041443,33.70599, -117.93710,5.0,0.5,9.5,2791.2204457150965,25.10488888888889,25.454241333122138,179.43453979492188,201.50762939453125,190.2567596435547,81.5740737915039,-204.13597298261575,0.0
2026-06-30T16:56:08Z,2026-06-30T09:56:08Z,152.53095698356628,33.70554, -117.93709,5.0,0.5,9.5,2841.4977320347434,25.156333333333333,25.454241333122138,179.43453979492188,201.50762939453125,190.2567596435547,81.5740737915039,-230.9784675181298,0.0
2026-06-30T16:56:09Z,2026-06-30T09:56:09Z,153.53143894672394,33.70531, -117.93709,5.0,0.4,9.5,2866.439996446187,24.84766666666667,31.37843856877793,179.43453979492188,201.50762939453125,190.2567596435547,81.5740737915039,-235.94061302679816,0.0
2026-06-30T16:56:10Z,2026-06-30T09:56:10Z,154.53216993808746,33.70509, -117.93709,5.0,0.3,9.5,2890.8950681743604,24.539000000000005,31.37843856877793,179.7125244140625,201.50762939453125,190.2567596435547,81.5740737915039,-223.02539066594363,0.0
2026-06-30T16:56:11Z,2026-06-30T09:56:11Z,156.03348398208618,33.70488, -117.93709,5.0,0.1,9.5,2914.847724447272,24.024555555555562,24.51278249576763,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-222.451371453298,0.0
2026-06-30T16:56:12Z,2026-06-30T09:56:12Z,157.03096091747284,33.70467, -117.93709,5.0,0.0,9.5,2938.193923216979,23.407222222222224,24.51278249576763,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-217.72405353876425,0.0
2026-06-30T16:56:13Z,2026-06-30T09:56:13Z,158.03058397769928,33.70446, -117.93709,5.0,0.1,9.5,2961.3034988628365,23.098555555555556,23.36390559353103,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-238.62907295740132,0.0
2026-06-30T16:56:14Z,2026-06-30T09:56:14Z,159.0301719903946,33.70426, -117.93709,5.0,-0.3,9.5,2983.681021188395,22.48122222222223,23.36390559353103,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-289.3695501319099,0.0
2026-06-30T16:56:15Z,2026-06-30T09:56:15Z,160.03412997722626,33.70406, -117.93708,5.0,-0.5,9.5,3005.604525758031,22.069666666666667,22.761043642527873,177.90444946289062,201.50762939453125,190.2567596435547,81.5740737915039,-326.57766775264366,0.0
2026-06-30T16:56:16Z,2026-06-30T09:56:16Z,161.0340849161148,33.70387, -117.93707,5.0,-0.6,9.5,3027.1538109568496,21.503777777777778,22.761043642527873,178.89930725097656,201.50762939453125,190.2567596435547,81.5740737915039,-314.7943944241238,0.0
2026-06-30T16:56:17Z,2026-06-30T09:56:17Z,162.031240940094,33.70367, -117.93707,5.0,-0.4,9.5,3048.5213971581643,21.298,21.33352198083044,179.4810333251953,201.50762939453125,190.2567596435547,81.5740737915039,-274.3439029347954,0.0
2026-06-30T16:56:18Z,2026-06-30T09:56:18Z,163.02970397472382,33.70349, -117.93707,5.0,-0.5,9.5,3069.2602300048925,20.78355555555556,21.33352198083044,179.4810333251953,201.50762939453125,190.2567596435547,81.5740737915039,-264.5707034849886,0.0
2026-06-30T16:56:19Z,2026-06-30T09:56:19Z,164.0320519208908,33.70330, -117.93707,5.0,-0.4,9.5,3089.4511373801324,20.372000000000003,21.093649672267166,179.74642944335938,201.50762939453125,190.2567596435547,81.5740737915039,-287.6167035392095,0.0
2026-06-30T16:56:20Z,2026-06-30T09:56:20Z,165.0334279537201,33.70313, -117.93707,5.0,0.0,9.5,3109.0712006718154,19.754666666666665,21.093649672267166,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-334.7795045943069,0.0
2026-06-30T16:56:21Z,2026-06-30T09:56:21Z,166.03329193592072,33.70295, -117.93708,5.0,-0.1,9.5,3128.373780047251,19.085888888888892,19.754666666666665,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-532.3473699981386,0.0
2026-06-30T16:56:22Z,2026-06-30T09:56:22Z,167.03530490398407,33.70279, -117.93708,5.0,0.0,9.5,3146.789723222472,18.571444444444445,19.754666666666665,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-538.7505726842257,0.0
2026-06-30T16:56:23Z,2026-06-30T09:56:23Z,167.53388798236847,33.70263, -117.93707,5.0,0.0,9.5,3164.650141044655,17.95411111111111,18.714959199324227,180.54635620117188,201.50762939453125,190.2567596435547,81.5740737915039,-526.2531963502369,0.0
2026-06-30T16:56:24Z,2026-06-30T09:56:24Z,169.0342149734497,33.70247, -117.93707,5.0,0.3,9.5,3181.7696286647106,17.33677777777778,18.714959199324227,180.33187866210938,201.50762939453125,190.2567596435547,81.5740737915039,-581.7491209806996,0.0
2026-06-30T16:56:25Z,2026-06-30T09:56:25Z,169.53405797481537,33.70233, -117.93707,5.0,0.2,9.5,3197.904029224702,16.102111111111114,16.933152707014052,180.33187866210938,201.50762939453125,190.2567596435547,81.5740737915039,-943.5210159247657,0.0
2026-06-30T16:56:26Z,2026-06-30T09:56:26Z,171.03914892673492,33.70221, -117.93707,5.0,-0.1,9.5,3211.2823344858434,13.375555555555556,16.933152707014052,180.1805419921875,201.50762939453125,190.2567596435547,81.5740737915039,-2730.8841126886455,0.0
2026-06-30T16:56:28Z,2026-06-30T09:56:28Z,173.03105294704437,33.70207, -117.93707,5.0,0.0,9.5,3226.544295691073,6.070444444444446,13.77829601151809,180.1805419921875,201.50762939453125,190.2567596435547,81.5740737915039,-7285.898236408778,0.0
2026-06-30T16:56:35Z,2026-06-30T09:56:35Z,180.03318893909454,33.70197, -117.93721,5.0,0.9,9.5,3243.384111464576,7.047888888888889,3.069207965061446,268.2520446777344,201.50762939453125,190.2567596435547,81.5740737915039,198.41188834844652,0.0
2026-06-30T16:56:36Z,2026-06-30T09:56:36Z,181.03146994113922,33.70196, -117.93732,5.0,0.9,9.5,3253.7339054918766,9.980222222222224,4.616614744645352,268.2520446777344,201.50762939453125,190.2567596435547,81.5740737915039,177.18482249424207,0.0
2026-06-30T16:56:37Z,2026-06-30T09:56:37Z,181.53143990039825,33.70196, -117.93747,5.0,1.1,9.5,3267.296385342815,13.16977777777778,10.67790008292722,269.50262451171875,201.50762939453125,190.2567596435547,81.5740737915039,150.09848780579418,0.0
2026-06-30T16:56:38Z,2026-06-30T09:56:38Z,183.03313291072845,33.70196, -117.93765,5.0,1.3,9.5,3283.794809186054,15.84488888888889,10.67790008292722,269.36468505859375,201.50762939453125,190.2567596435547,81.5740737915039,123.72007919255128,0.0
2026-06-30T16:56:39Z,2026-06-30T09:56:39Z,184.03240394592285,33.70195, -117.93784,5.0,1.0,9.5,3301.98230192735,17.799777777777777,15.231816119780472,269.36468505859375,201.50762939453125,190.2567596435547,81.5740737915039,110.107133218051,0.0
2026-06-30T16:56:40Z,2026-06-30T09:56:40Z,185.03305196762085,33.70194, -117.93805,5.0,1.0,9.5,3321.3078999429576,19.137333333333334,15.231816119780472,269.36468505859375,201.50762939453125,190.2567596435547,81.5740737915039,123.85091784136205,0.0
2026-06-30T16:56:41Z,2026-06-30T09:56:41Z,186.03368890285492,33.70193, -117.93827,5.0,1.0,9.5,3341.5636759306603,19.909000000000002,18.859859141729842,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,144.48937767425176,0.0
2026-06-30T16:56:42Z,2026-06-30T09:56:42Z,187.03464090824127,33.70192, -117.93849,5.0,1.0,9.5,3361.8002795123853,20.063333333333336,18.859859141729842,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,167.83790167163576,0.0
2026-06-30T16:56:43Z,2026-06-30T09:56:43Z,187.53487396240234,33.70192, -117.93870,5.0,0.9,9.5,3381.689931350066,19.806111111111115,19.861072226219456,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,165.22866896468759,0.0
2026-06-30T16:56:44Z,2026-06-30T09:56:44Z,189.03621995449066,33.70192, -117.93891,5.0,0.6,9.5,3401.004899229121,19.343111111111114,19.861072226219456,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,176.9034973050868,0.0
2026-06-30T16:56:45Z,2026-06-30T09:56:45Z,190.0341899394989,33.70191, -117.93911,5.0,0.6,9.5,3419.7607577332105,18.674333333333333,19.458062734292056,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,234.50958075471974,0.0
2026-06-30T16:56:46Z,2026-06-30T09:56:46Z,191.034609913826,33.70190, -117.93931,5.0,0.5,9.5,3438.441600672588,18.622888888888895,19.458062734292056,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,320.8449741521659,0.0
2026-06-30T16:56:47Z,2026-06-30T09:56:47Z,191.52969694137573,33.70190, -117.93952,5.0,0.5,9.5,3457.162127636113,18.72577777777778,18.640356381027594,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,536.679775690294,0.0
2026-06-30T16:56:48Z,2026-06-30T09:56:48Z,192.53148901462555,33.70189, -117.93972,5.0,0.6,9.5,3475.9125862605574,18.82866666666667,18.640356381027594,269.4654846191406,201.50762939453125,190.2567596435547,81.5740737915039,833.6983009703598,0.0
2026-06-30T16:56:49Z,2026-06-30T09:56:49Z,194.03041195869446,33.70188, -117.93992,5.0,0.7,9.5,3494.6767875402834,18.674333333333333,18.9756322138849,269.4934387207031,201.50762939453125,190.2567596435547,81.5740737915039,1135.1201410582776,0.0
2026-06-30T16:56:50Z,2026-06-30T09:56:50Z,195.0324969291687,33.70188, -117.94012,5.0,0.7,9.5,3512.8213393815913,18.159888888888887,18.9756322138849,269.4533386230469,201.50762939453125,190.2567596435547,81.5740737915039,1347.1861395850754,0.0
2026-06-30T16:56:51Z,2026-06-30T09:56:51Z,195.53258192539215,33.70188, -117.94030,5.0,0.7,9.5,3529.8788265309886,17.131,18.29950952070191,269.4533386230469,201.50762939453125,190.2567596435547,81.5740737915039,4142.173815586679,0.0
2026-06-30T16:56:52Z,2026-06-30T09:56:52Z,196.53378200531006,33.70188, -117.94045,5.0,0.7,9.5,3544.1479300918086,14.250111111111112,18.29950952070191,269.7523498535156,201.50762939453125,190.2567596435547,81.5740737915039,-2768.5154474899336,0.0
2026-06-30T16:56:54Z,2026-06-30T09:56:54Z,198.53451895713806,33.70188, -117.94061,5.0,0.5,9.5,3558.779579666018,5.556000000000001,14.664077465642007,269.7523498535156,201.50762939453125,190.2567596435547,81.5740737915039,-592.609102560001,0.0
2026-06-30T16:56:56Z,2026-06-30T09:56:56Z,201.0350170135498,33.70177, -117.94072,9.25702289978951,0.2,9.5,3574.5862184648777,4.424222222222222,5.876107899952714,180.9532928466797,201.50762939453125,190.2567596435547,81.5740737915039,-389.2865708784612,0.0
2026-06-30T16:56:58Z,2026-06-30T09:56:58Z,202.5336879491806,33.70174, -117.94048,5.0,-0.1,9.5,3597.170351036581,7.716666666666668,7.487163961852989,90.48678588867188,201.50762939453125,190.2567596435547,81.5740737915039,-296.2794413712521,0.0
2026-06-30T16:56:59Z,2026-06-30T09:56:59Z,204.03416097164154,33.70174, -117.94037,5.0,0.1,9.5,3607.1945963999656,9.723,11.987211933098788,89.58050537109375,201.50762939453125,190.2567596435547,81.5740737915039,-239.9779244114402,0.0
2026-06-30T16:57:00Z,2026-06-30T09:57:00Z,205.03252589702606,33.70175, -117.94025,5.0,0.1,9.5,3618.7159848316846,11.21488888888889,11.987211933098788,89.58050537109375,201.50762939453125,190.2567596435547,81.5740737915039,-261.8431275011451,0.0
2026-06-30T16:57:01Z,2026-06-30T09:57:01Z,205.53297698497772,33.70175, -117.94011,5.0,0.2,9.5,3631.4092803700546,12.501000000000003,10.82574412918351,89.58050537109375,201.50762939453125,190.2567596435547,81.5740737915039,-292.13827552480547,0.0
2026-06-30T16:57:02Z,2026-06-30T09:57:02Z,207.03508591651917,33.70175, -117.93997,5.0,0.2,9.5,3644.970716567847,13.427000000000001,10.82574412918351,89.58050537109375,201.50762939453125,190.2567596435547,81.5740737915039,-437.53790673262534,0.0
2026-06-30T16:57:03Z,2026-06-30T09:57:03Z,207.53765201568604,33.70175, -117.93981,5.0,0.3,9.5,3659.2262339669396,13.941444444444446,13.263218776060956,89.4,201.50762939453125,190.2567596435547,81.5740737915039,-504.8313227966881,0.0
2026-06-30T16:57:04Z,2026-06-30T09:57:04Z,208.53770697116852,33.70175, -117.93966,5.0,0.3,9.5,3673.6874623962426,14.301555555555558,13.263218776060956,89.6,201.50762939453125,190.2567596435547,81.5740737915039,-602.6728183612092,0.0
2026-06-30T16:57:05Z,2026-06-30T09:57:05Z,210.03987193107605,33.70176, -117.93950,5.0,0.4,9.5,3688.1064171739713,14.19866666666667,14.492456351630516,89.3,201.50762939453125,190.2567596435547,81.5740737915039,-531.2287453343514,0.0
2026-06-30T16:57:06Z,2026-06-30T09:57:06Z,210.53582501411438,33.70176, -117.93935,5.0,0.4,9.5,3702.0263685895975,13.890000000000002,14.492456351630516,89.3,201.50762939453125,190.2567596435547,81.5740737915039,-521.8161381330389,0.0
2026-06-30T16:57:07Z,2026-06-30T09:57:07Z,212.03635895252228,33.70176, -117.93921,5.0,0.2,9.5,3715.1650500917613,13.16977777777778,14.055080679071157,89.4,201.50762939453125,190.2567596435547,81.5740737915039,-518.4248719570702,0.0
2026-06-30T16:57:08Z,2026-06-30T09:57:08Z,212.53234493732452,33.70176, -117.93908,5.0,0.1,9.5,3727.5393555995183,12.501000000000003,14.055080679071157,89.62468719482422,201.50762939453125,190.2567596435547,81.5740737915039,-478.59053018557057,0.0
2026-06-30T16:57:09Z,2026-06-30T09:57:09Z,213.53208792209625,33.70176, -117.93895,5.0,0.0,9.5,3739.280615780681,11.677888888888889,12.529040259282912,89.62468719482422,201.50762939453125,190.2567596435547,81.5740737915039,-420.67432322246304,0.0
2026-06-30T16:57:11Z,2026-06-30T09:57:11Z,216.032045006752,33.70176, -117.93877,5.0,0.2,9.5,3755.429932284275,6.687777777777778,9.884276666839042,89.6,201.50762939453125,190.2567596435547,81.5740737915039,-420.1992535507269,0.0
2026-06-30T16:57:22Z,2026-06-30T09:57:22Z,226.53293800354004,33.70176, -117.93866,5.0,1.3,9.5,3766.4346506011375,0.565888888888889,1.9818822783915049,89.62468719482422,201.50762939453125,190.2567596435547,81.5740737915039,127.9511985207324,0.0
2026-06-30T16:57:52Z,2026-06-30T09:57:52Z,258.0325390100479,33.70176, -117.93864,12.750185717938527,-1.1,9.5,3766.4346506011375,0.0,0.0,89.62468719482422,73.10601806640625,61.85514831542969,26.80780601501465,-0.6982254146379624,0.0
